3.000000	2.423516
2.000000	2.586643
2.000000	2.012127
4.000000	2.991068
2.000000	2.814261
3.000000	2.937017
3.000000	2.895206
3.000000	2.775677
4.000000	3.017941
2.000000	2.676317
2.000000	3.075750
3.000000	3.114325
3.000000	3.481236
4.000000	2.716587
3.000000	2.593099
2.000000	2.958871
2.000000	2.317105
4.000000	3.568321
4.000000	2.750467
4.000000	3.082143
3.000000	2.786900
4.000000	3.392721
2.000000	2.551046
3.000000	2.496697
3.000000	2.456302
3.000000	2.489765
3.000000	2.941791
3.000000	3.347113
2.000000	2.768319
2.000000	2.693132
3.000000	2.599887
3.000000	2.907814
4.000000	3.683461
2.000000	2.705919
3.000000	3.454545
3.000000	2.854301
3.000000	2.678452
4.000000	3.294807
2.000000	2.397910
3.000000	2.505685
3.000000	2.755175
3.000000	2.531340
2.000000	2.073473
4.000000	3.249722
4.000000	3.412407
3.000000	2.724504
2.000000	2.519922
4.000000	2.846773
2.000000	2.738408
3.000000	3.217717
3.000000	2.970746
3.000000	3.061429
2.000000	2.777349
4.000000	3.582759
4.000000	2.665379
3.000000	2.704070
4.000000	3.327061
2.000000	2.104678
2.000000	2.281392
1.000000	2.056702
3.000000	3.299145
3.000000	3.544599
3.000000	2.986959
5.000000	3.631566
3.000000	2.873662
3.000000	2.334209
3.000000	2.710880
3.000000	3.030147
3.000000	2.826319
3.000000	2.677027
3.000000	3.316051
1.000000	2.912702
3.000000	2.995181
3.000000	2.880465
4.000000	3.519416
4.000000	2.601797
3.000000	2.896298
1.000000	0.794753
3.000000	2.941694
3.000000	2.483541
3.000000	3.029978
3.000000	2.867907
3.000000	3.594514
3.000000	2.784820
4.000000	3.269173
3.000000	2.679432
4.000000	2.968925
3.000000	2.463244
3.000000	2.743523
3.000000	3.512512
2.000000	2.637719
2.000000	2.432350
3.000000	3.546788
4.000000	3.330706
3.000000	2.739489
2.000000	2.037691
3.000000	3.264040
3.000000	2.644626
3.000000	2.767483
1.000000	2.138094
4.000000	3.576693
2.000000	2.690810
4.000000	3.400966
3.000000	3.294111
4.000000	3.619963
2.000000	1.872939
5.000000	3.414369
3.000000	2.578541
3.000000	2.778452
2.000000	2.936016
3.000000	2.692523
2.000000	2.345306
4.000000	2.342186
2.000000	2.595713
3.000000	2.946541
2.000000	3.111867
2.000000	2.665876
5.000000	3.083903
3.000000	3.267564
4.000000	3.501263
3.000000	2.422563
3.000000	3.064579
3.000000	2.424994
4.000000	3.303965
2.000000	3.017074
2.000000	2.760697
3.000000	3.543491
4.000000	3.323681
2.000000	2.586369
3.000000	3.649985
3.000000	2.782905
3.000000	3.601823
5.000000	3.281707
3.000000	3.287420
3.000000	2.994460
4.000000	3.417451
5.000000	3.383271
1.000000	0.567668
4.000000	3.542162
2.000000	2.623900
2.000000	2.546813
3.000000	2.891197
2.000000	2.908817
3.000000	2.789181
4.000000	2.958903
3.000000	2.331536
2.000000	2.085146
4.000000	2.732654
3.000000	2.919742
2.000000	2.072926
4.000000	3.120059
3.000000	2.911777
2.000000	2.579436
1.000000	2.263397
3.000000	2.703701
3.000000	3.381106
2.000000	2.747456
3.000000	3.022079
3.000000	2.953774
2.000000	1.275329
3.000000	2.817686
2.000000	2.643020
3.000000	3.004642
3.000000	2.514326
3.000000	2.724626
2.000000	2.783395
3.000000	2.342638
1.000000	1.955082
1.000000	2.175687
3.000000	2.956959
3.000000	2.556645
2.000000	2.575227
3.000000	2.711576
3.000000	3.459094
3.000000	2.724906
2.000000	2.396908
3.000000	3.423085
4.000000	3.426307
4.000000	3.572018
3.000000	2.672973
4.000000	2.775345
3.000000	3.100111
2.000000	3.414104
1.000000	2.616648
2.000000	2.569660
2.000000	2.112756
3.000000	2.927973
1.000000	1.808522
2.000000	1.817976
3.000000	2.968311
3.000000	2.999889
2.000000	2.928703
2.000000	2.138770
4.000000	2.901233
3.000000	2.942548
3.000000	2.831112
3.000000	2.827902
3.000000	2.557136
3.000000	3.393586
1.000000	1.980200
2.000000	2.685158
3.000000	3.568515
4.000000	3.450929
3.000000	2.498611
2.000000	2.237463
4.000000	3.399114
2.000000	2.733843
4.000000	2.687824
2.000000	2.220638
2.000000	2.929073
5.000000	3.668161
3.000000	3.450857
3.000000	2.831785
5.000000	3.509684
4.000000	3.321225
4.000000	3.252994
3.000000	2.805280
2.000000	2.562256
3.000000	2.525169
4.000000	3.712554
4.000000	3.574254
2.000000	2.311153
1.000000	0.847300
3.000000	2.546232
3.000000	2.724878
3.000000	2.591115
1.000000	1.868124
5.000000	3.347287
5.000000	3.619903
4.000000	3.513164
2.000000	2.648001
2.000000	1.980377
2.000000	2.605617
5.000000	3.644444
2.000000	2.666468
3.000000	2.702901
4.000000	3.327660
4.000000	2.587553
3.000000	2.577490
2.000000	2.071562
2.000000	2.563352
3.000000	2.424502
3.000000	2.950917
4.000000	3.232633
3.000000	2.634286
2.000000	2.173075
3.000000	2.871321
3.000000	2.654934
1.000000	2.030788
4.000000	3.559464
4.000000	3.439976
3.000000	2.796852
5.000000	3.633819
3.000000	2.652999
4.000000	3.458751
3.000000	2.577420
3.000000	2.767357
3.000000	2.665103
2.000000	2.496722
3.000000	2.836877
3.000000	2.676433
3.000000	2.676947
4.000000	3.050949
4.000000	3.380251
2.000000	2.764898
3.000000	2.901846
3.000000	2.952442
5.000000	3.655147
2.000000	2.475670
4.000000	3.228082
2.000000	2.758233
3.000000	2.939613
3.000000	2.835206
3.000000	2.955475
3.000000	2.844506
3.000000	2.705725
3.000000	2.725963
2.000000	2.674187
3.000000	3.366679
3.000000	2.416692
2.000000	2.507960
2.000000	2.912163
4.000000	3.630793
1.000000	1.793042
3.000000	2.611401
3.000000	3.016497
4.000000	2.876184
3.000000	2.542372
2.000000	2.587090
2.000000	3.070164
4.000000	3.313456
3.000000	3.581080
3.000000	2.809697
3.000000	2.548796
4.000000	2.787146
